CampaignID,GoalAmount,RaisedAmount,DurationDays,NumBackers,Category,LaunchMonth,Country,Currency,OwnerExperience,VideoIncluded,SocialMediaPresence,NumUpdates,IsSuccessful
CID_40896,3749,4298.038764274840,43,1313,Technology,August,Canada,AUD,3,Yes,67489,2,1
CID_40897,25952,25922.46604192920,44,859,Games,July,USA,AUD,16,Yes,48373,13,0
CID_40898,68443,102304.30824792500,19,338,Technology,August,Germany,EUR,18,No,39005,37,1
CID_40899,62888,40017.16154579060,79,485,Technology,April,Germany,CAD,13,Yes,28800,11,0
CID_40900,54524,78635.25137768290,45,1498,Technology,February,Australia,AUD,7,Yes,35784,7,1
CID_40901,58946,73521.86306957730,15,1566,Games,December,Germany,EUR,16,No,70211,7,1
CID_40902,84604,64073.5547977742,48,1532,Art,August,USA,AUD,0,No,72883,12,0
CID_40903,91495,129583.40300016300,19,576,Technology,February,USA,USD,3,Yes,26478,39,1
CID_40904,10657,13577.851831304500,29,218,Technology,January,UK,EUR,15,Yes,98268,33,1
CID_40905,94705,82738.1055546434,64,1557,Art,January,Australia,EUR,18,Yes,36807,19,0
CID_40906,9111,5500.600579266020,85,340,Games,May,USA,USD,12,No,91185,17,0
CID_40907,39819,44358.87520688860,21,1723,Music,April,UK,CAD,6,Yes,93534,16,1
CID_40908,63924,80533.48299589350,71,202,Art,June,Canada,GBP,0,No,96945,30,1
CID_40909,56409,49308.37761228610,42,917,Games,July,Canada,USD,7,No,57594,43,0
CID_40910,18861,10183.366798375500,82,396,Film,November,UK,EUR,9,No,4007,33,0
CID_40911,46157,35934.76618565580,44,290,Film,May,Australia,USD,19,Yes,48865,14,0
CID_40912,61101,66734.16671950220,15,573,Games,September,Germany,EUR,3,No,20455,4,1
CID_40913,31924,17292.885988533000,30,1436,Film,October,Australia,CAD,13,Yes,60572,42,0
CID_40914,33369,22410.281904159100,88,1535,Technology,February,UK,AUD,0,No,52222,45,0
CID_40915,62945,80221.85620131600,15,1645,Film,February,UK,GBP,9,No,14041,48,1
CID_40916,18698,27548.07626002910,36,859,Technology,December,Australia,CAD,7,No,99120,42,1
CID_40917,43646,29265.65208548320,73,1246,Art,March,Australia,AUD,14,No,91991,41,0
CID_40918,22189,17717.93202209580,85,1875,Music,January,Canada,EUR,0,Yes,43295,46,0
CID_40919,82559,79695.70283543890,46,1601,Technology,May,Canada,GBP,3,No,38272,5,0
CID_40920,3732,4955.802361971140,66,109,Film,May,Germany,AUD,11,Yes,33804,46,1
CID_40921,49907,56960.97780841400,61,116,Music,April,Canada,USD,15,Yes,84689,10,1
CID_40922,83181,82978.91718791650,34,1030,Film,November,Germany,AUD,6,Yes,68043,5,0
CID_40923,91093,121997.5382406760,25,1596,Film,March,USA,USD,6,Yes,19302,31,1
CID_40924,13297,8003.666302184740,68,94,Technology,February,Australia,CAD,6,No,50322,8,0
CID_40925,5472,4390.730164180690,15,347,Music,November,Canada,EUR,19,No,57875,39,0
CID_40926,65191,78827.96949643540,49,1067,Music,May,USA,EUR,17,Yes,34265,0,1
CID_40927,81711,54525.71311956220,20,120,Art,May,UK,GBP,3,No,82100,3,0
CID_40928,5675,5328.766967655330,88,1050,Games,December,USA,GBP,6,Yes,97335,49,0
CID_40929,61896,79663.23047236710,19,821,Film,July,Germany,CAD,13,No,70667,18,1
CID_40930,57807,57041.36011127510,19,1437,Music,June,Germany,CAD,11,No,91925,19,0
CID_40931,4171,2476.060789194290,37,797,Music,September,USA,AUD,18,Yes,2514,34,0
CID_40932,35012,29082.01223057590,60,1449,Art,July,USA,USD,6,Yes,92046,11,0
CID_40933,9446,13504.9937660521,42,1743,Technology,May,Germany,GBP,4,Yes,84928,44,1
CID_40934,96685,138377.3225071390,67,367,Film,January,Germany,AUD,12,Yes,74284,12,1
CID_40935,32550,28366.238990347800,40,592,Music,December,UK,CAD,12,Yes,42095,47,0
CID_40936,63004,59684.9884204573,87,764,Technology,August,Germany,EUR,10,No,60034,42,0
CID_40937,25927,30769.142997708500,55,1858,Music,January,USA,CAD,9,No,72467,41,1
CID_40938,67512,77697.38046105420,39,897,Film,June,Germany,USD,5,Yes,91685,37,1
CID_40939,2680,2855.5741230444000,40,1680,Technology,May,Canada,USD,0,No,48456,24,1
CID_40940,6183,5356.621020910330,72,139,Film,September,Canada,EUR,8,Yes,94129,10,0
CID_40941,16706,13537.533201357100,29,1689,Music,December,UK,CAD,9,Yes,42217,18,0
CID_40942,11063,7090.330969090530,25,1431,Games,May,USA,USD,12,Yes,80847,38,0
CID_40943,57914,31163.742244955200,54,254,Technology,May,UK,USD,11,No,14532,39,0
CID_40944,38768,39265.64833675090,49,23,Film,January,Canada,USD,16,Yes,71688,47,1
CID_40945,54257,57192.9607163308,53,1544,Film,April,Australia,GBP,0,No,57274,7,1
CID_40946,87506,46740.12197240330,37,1984,Film,February,Germany,CAD,16,Yes,19565,49,0
CID_40947,87272,125679.95937808800,24,1849,Film,March,USA,AUD,0,Yes,58825,33,1
CID_40948,77472,63918.58156696920,88,1847,Art,March,USA,CAD,19,No,71362,48,0
CID_40949,19404,17932.050039786200,70,1225,Games,June,Canada,USD,18,Yes,98285,35,0
CID_40950,20459,14340.524326343700,62,598,Music,June,UK,AUD,14,Yes,89793,42,0
CID_40951,15676,15460.421272016400,74,1106,Music,December,UK,USD,14,Yes,59812,34,0
CID_40952,44900,56619.7693431401,55,479,Film,July,Germany,CAD,9,Yes,44159,10,1
CID_40953,44502,43163.72366558040,40,1403,Games,May,UK,GBP,5,Yes,39820,5,0
CID_40954,33196,37281.576446965800,31,1873,Games,March,Canada,CAD,5,Yes,62528,15,1
CID_40955,81611,112107.727265681,82,1431,Art,April,USA,EUR,16,Yes,92356,25,1
CID_40956,36858,20713.8310445869,35,1858,Games,May,Canada,GBP,6,No,98499,42,0
CID_40957,18026,10276.46543904600,22,1236,Film,March,UK,EUR,17,Yes,20551,8,0
CID_40958,57443,60270.43806949350,65,516,Art,May,USA,USD,11,Yes,10452,4,1
CID_40959,25459,36861.63409540400,59,990,Music,July,Australia,AUD,15,No,17230,25,1
CID_40960,45193,29618.411707372800,28,12,Art,July,Germany,USD,1,Yes,49000,38,0
CID_40961,35051,30504.7860903502,58,1416,Film,April,Canada,EUR,14,Yes,40726,12,0
CID_40962,24284,14453.902275117600,34,1131,Games,March,Canada,USD,3,Yes,47067,42,0
CID_40963,81142,95623.70876095490,58,1404,Art,April,Canada,CAD,18,Yes,17526,43,1
CID_40964,42138,56522.32597524720,36,500,Music,May,Canada,AUD,10,No,29703,7,1
CID_40965,94473,139571.88429974200,70,1141,Music,September,USA,AUD,19,No,55461,9,1
CID_40966,34216,26897.21063730360,68,366,Film,February,UK,EUR,6,Yes,14209,6,0
CID_40967,99535,123076.65641726500,42,1302,Art,June,Canada,USD,13,No,86747,36,1
CID_40968,41647,28205.223015471,29,1729,Film,September,Canada,GBP,13,No,22511,49,0
CID_40969,59639,85402.95429113440,35,350,Technology,July,Canada,CAD,9,No,15225,44,1
CID_40970,68540,94550.02562950320,37,1078,Music,June,Australia,AUD,5,Yes,42560,38,1
CID_40971,37061,53951.04134596210,57,334,Technology,October,Australia,EUR,5,Yes,27609,44,1
CID_40972,9749,5024.185655988860,83,411,Music,September,Canada,EUR,19,Yes,47147,3,0
CID_40973,75832,60329.667274543600,74,841,Games,September,Canada,CAD,0,No,60706,20,0
CID_40974,74635,109760.98745640000,64,52,Music,May,Australia,AUD,0,No,91745,28,1
CID_40975,76975,82525.43773593580,56,310,Games,September,Canada,EUR,7,Yes,57739,26,1
CID_40976,80149,82830.64792057330,85,834,Art,April,Australia,GBP,11,No,10473,17,1
CID_40977,90938,69646.52299549510,48,1746,Film,September,USA,EUR,3,Yes,41326,20,0
CID_40978,79885,88236.89091176280,24,819,Art,August,Germany,EUR,14,Yes,9551,16,1
CID_40979,56237,63379.93151571630,51,1616,Art,February,Canada,CAD,13,Yes,75682,6,1
CID_40980,37978,31690.50151980310,87,829,Art,June,USA,AUD,13,No,2033,14,0
CID_40981,25213,20241.32943599640,75,1439,Games,March,Australia,USD,15,No,31129,47,0
CID_40982,49219,47046.35480678920,82,501,Film,January,USA,CAD,9,Yes,40323,15,0
CID_40983,71537,75244.38086046060,22,1536,Art,February,Australia,AUD,4,Yes,45083,30,1
CID_40984,22320,13121.989945370700,74,1841,Film,September,USA,AUD,14,Yes,90543,33,0
CID_40985,30569,18175.063184721300,55,790,Games,December,Australia,USD,19,No,94211,15,0
CID_40986,71608,88924.4924471022,66,299,Art,March,USA,CAD,6,No,25813,37,1
CID_40987,45199,40637.50005780480,47,1734,Music,July,Germany,AUD,11,No,16630,38,0
CID_40988,43299,50724.95035433090,25,1117,Music,December,Germany,USD,13,No,79149,26,1
CID_40989,95385,117352.65855200600,70,1676,Film,June,USA,CAD,17,No,72751,41,1
CID_40990,90078,80259.24653796620,87,1088,Games,June,UK,CAD,5,Yes,8232,16,0
CID_40991,22613,15460.584011947500,18,1104,Art,February,Australia,EUR,3,Yes,20332,13,0
CID_40992,51005,26899.66538483240,49,661,Technology,September,UK,EUR,4,No,32065,1,0
CID_40993,30682,33238.54580336130,54,1902,Art,November,USA,USD,16,Yes,33174,28,1
CID_40994,61869,58986.077819797300,22,1756,Film,November,Germany,AUD,3,Yes,42835,49,0
CID_40995,79536,49812.63342842000,16,1114,Games,October,USA,USD,3,Yes,25234,19,0
CID_40996,40302,53226.26424696880,79,1441,Technology,September,Germany,CAD,16,No,51727,12,1
CID_40997,62977,35939.708138363100,18,1068,Art,August,USA,CAD,14,No,8753,4,0
CID_40998,39860,54827.67132301770,41,440,Technology,April,UK,EUR,0,No,51620,15,1
CID_40999,37954,19686.0780793156,18,1146,Technology,November,Canada,EUR,5,No,47051,46,0
CID_41000,46790,31572.85741188690,27,1004,Games,August,Germany,EUR,19,Yes,57357,14,0
CID_41001,77109,51040.02422507550,85,590,Art,April,UK,AUD,7,Yes,23577,14,0
CID_41002,12583,14352.96121300760,63,1474,Art,March,Australia,AUD,0,No,4363,37,1
CID_41003,24461,21317.914885551600,21,759,Film,February,Canada,GBP,4,No,26569,38,0
CID_41004,76496,86751.20576656500,16,978,Art,September,UK,GBP,7,Yes,1451,30,1
CID_41005,33046,31567.86922209560,78,1275,Music,June,USA,GBP,14,No,29215,14,0
CID_41006,94128,72552.83705378280,19,109,Technology,May,Germany,AUD,14,No,91784,10,0
CID_41007,13545,19270.882797976200,29,1691,Art,March,Germany,EUR,18,Yes,9488,42,1
CID_41008,26021,16424.98899478400,75,968,Technology,May,Australia,AUD,12,Yes,26855,39,0
CID_41009,59851,52630.57768955660,38,896,Art,August,Canada,EUR,19,Yes,50242,33,0
CID_41010,61099,89411.2447266218,58,621,Film,July,USA,CAD,6,No,96596,49,1
CID_41011,82653,60506.914255218800,75,1201,Art,November,UK,AUD,18,Yes,53977,40,0
CID_41012,41051,33783.986222296200,45,1777,Art,October,Canada,GBP,4,Yes,86348,37,0
CID_41013,55197,47824.25298622380,38,861,Music,February,Canada,CAD,10,No,93955,0,0
CID_41014,30872,31158.765748478400,73,907,Film,July,Australia,EUR,10,Yes,65854,41,1
CID_41015,94954,135349.9458538700,49,1329,Games,February,Canada,GBP,1,No,5098,24,1
CID_41016,88557,100806.38008118400,80,274,Film,June,USA,GBP,17,Yes,67959,13,1
CID_41017,78715,48499.99262568830,30,1341,Music,January,USA,GBP,12,Yes,12603,42,0
CID_41018,89176,105906.18186286500,82,1257,Music,July,UK,GBP,13,No,54348,33,1
CID_41019,76128,64713.41471032650,15,1764,Film,May,Germany,EUR,7,No,35084,27,0
CID_41020,22924,22581.442739689100,37,818,Art,December,UK,GBP,19,No,61384,0,0
CID_41021,24089,31505.28718866360,49,848,Music,July,UK,AUD,11,Yes,12259,3,1
CID_41022,53453,35224.6566113388,35,988,Technology,September,USA,AUD,4,Yes,97504,30,0
CID_41023,7994,8077.380301913400,53,716,Art,December,Canada,CAD,10,Yes,83880,6,1
CID_41024,5879,8665.903056658940,36,1057,Film,March,Germany,EUR,19,No,84157,43,1
CID_41025,66815,96624.31286427890,33,66,Music,March,UK,USD,7,No,42816,10,1
CID_41026,45873,52780.78513662320,72,1300,Technology,March,Canada,CAD,2,No,75873,4,1
CID_41027,91246,85380.13715866390,85,1096,Music,May,Canada,EUR,5,Yes,59654,27,0
CID_41028,86135,67657.74377982070,16,328,Music,February,Canada,AUD,0,No,23403,31,0
CID_41029,81237,89511.4851944783,59,1699,Technology,April,Germany,EUR,5,Yes,67540,46,1
CID_41030,64628,50493.94365134800,88,786,Art,May,Australia,CAD,17,Yes,21694,43,0
CID_41031,89186,133726.0302776640,74,1281,Film,January,UK,EUR,3,Yes,41842,26,1
CID_41032,51269,44041.75691147020,77,480,Music,March,USA,AUD,11,Yes,19845,7,0
CID_41033,76534,47104.01757220200,68,345,Film,December,Canada,CAD,4,No,12190,1,0
CID_41034,36036,37251.17865912710,61,1231,Games,March,Australia,EUR,16,Yes,96257,11,1
CID_41035,14520,9228.51461748342,29,783,Film,January,Canada,USD,18,Yes,43265,41,0
CID_41036,57966,41952.239102979500,70,260,Art,February,USA,AUD,2,No,8888,45,0
CID_41037,74425,50106.46483035870,56,1237,Film,October,Australia,USD,7,Yes,10621,24,0
CID_41038,97816,51775.39510744670,37,1992,Art,December,USA,AUD,16,Yes,28336,3,0
CID_41039,55990,36682.26466048060,29,1440,Film,January,Canada,CAD,6,Yes,36462,1,0
CID_41040,34012,26287.085775851500,71,1449,Art,June,Germany,AUD,5,Yes,90355,13,0
CID_41041,28517,30997.68610046470,64,846,Music,September,Canada,GBP,0,Yes,38710,17,1
CID_41042,29064,21999.7932220753,23,177,Art,November,UK,AUD,1,No,38409,38,0
CID_41043,59479,74581.09407883620,66,531,Technology,February,Germany,EUR,6,Yes,35133,14,1
CID_41044,90360,106345.02087878800,23,170,Technology,September,Canada,EUR,16,Yes,66154,19,1
CID_41045,16330,23458.151012121,25,739,Film,June,Germany,EUR,7,Yes,31046,38,1
CID_41046,11093,13021.768927278800,43,1145,Games,April,Canada,GBP,8,No,74822,5,1
CID_41047,8415,7262.672312237310,47,982,Film,June,Germany,GBP,16,Yes,21135,27,0
CID_41048,66423,33459.45510395630,26,182,Technology,July,Australia,EUR,4,No,53514,27,0
CID_41049,58135,59362.39704811040,72,542,Music,September,UK,CAD,13,No,89689,26,1
CID_41050,54916,45919.242343054300,86,229,Games,October,Australia,AUD,18,No,64458,31,0
CID_41051,97051,70601.59095233030,40,1571,Games,July,UK,AUD,17,Yes,69336,2,0
CID_41052,95954,110431.8913898940,74,771,Art,October,Germany,USD,10,No,48548,14,1
CID_41053,11049,9929.09815862401,82,1226,Music,January,UK,USD,11,Yes,91624,34,0
CID_41054,99446,124317.75929415400,57,62,Technology,July,Germany,GBP,15,Yes,32619,43,1
CID_41055,67900,37193.17745955030,42,149,Art,January,Canada,USD,19,No,17558,24,0
CID_41056,28136,28427.008701854600,22,125,Games,October,UK,CAD,8,Yes,31269,0,1
CID_41057,60677,59377.28392353840,38,1191,Music,February,Australia,USD,11,No,77560,5,0
CID_41058,82212,50941.59625984490,80,1786,Games,October,USA,GBP,16,Yes,88788,33,0
CID_41059,75217,71107.60749083650,84,302,Technology,January,Australia,CAD,19,No,33025,22,0
CID_41060,91658,110882.06977530500,49,1770,Games,June,UK,EUR,14,No,25881,24,1
CID_41061,22759,24840.63511783990,62,327,Music,June,Australia,AUD,0,Yes,11931,18,1
CID_41062,43389,28713.040202170000,39,1059,Music,March,UK,CAD,0,No,90015,18,0
CID_41063,47028,31112.896356981000,70,1259,Games,February,USA,GBP,3,Yes,12849,18,0
CID_41064,50405,52413.91410309770,42,1545,Games,November,UK,USD,15,Yes,44077,15,1
CID_41065,21351,17598.852291456400,74,1974,Technology,November,Australia,AUD,12,Yes,95489,22,0
CID_41066,68018,71185.81369274540,70,888,Games,May,Canada,EUR,19,No,90288,7,1
CID_41067,27100,27428.38541868970,49,669,Games,March,Germany,EUR,18,Yes,30026,14,1
CID_41068,22480,33677.22862435850,21,544,Technology,November,USA,AUD,10,No,21674,15,1
CID_41069,46126,58280.44841708140,82,1487,Film,February,Australia,CAD,12,No,34627,5,1
CID_41070,63456,51161.24316598860,84,1903,Music,September,USA,USD,11,No,72797,27,0
CID_41071,61789,35742.37874780170,20,320,Film,May,USA,CAD,6,No,95115,44,0
CID_41072,59518,86628.12459065750,88,1580,Games,July,USA,AUD,10,Yes,79008,49,1
CID_41073,62509,89883.5225324797,71,608,Art,January,Germany,AUD,16,No,23817,47,1
CID_41074,25362,15132.05215708040,86,1527,Art,July,Germany,EUR,9,Yes,77439,38,0
CID_41075,52358,72609.35751300220,58,1721,Music,August,Canada,CAD,4,No,30924,9,1
CID_41076,56330,56378.18186150020,26,725,Art,January,Germany,CAD,5,No,76912,32,1
CID_41077,43029,51517.14724178820,25,1935,Music,March,UK,AUD,16,No,46055,44,1
CID_41078,52414,75747.9276512979,29,926,Games,April,Australia,CAD,17,Yes,45855,25,1
CID_41079,20802,18334.09728591570,75,883,Technology,November,Australia,GBP,0,No,95334,29,0
CID_41080,2601,1355.7633135027700,25,77,Games,August,Canada,AUD,16,Yes,69679,34,0
CID_41081,76270,104741.14989296000,68,1533,Games,November,Canada,EUR,18,Yes,94293,23,1
CID_41082,73425,89775.47573490790,23,1881,Technology,July,Canada,CAD,10,Yes,59535,8,1
CID_41083,90610,74592.75620829300,73,329,Games,September,Australia,CAD,5,No,51292,13,0
CID_41084,31736,35604.91690518320,22,1207,Music,July,Australia,GBP,0,No,35589,42,1
CID_41085,44604,31456.355036518400,81,281,Games,May,Australia,GBP,16,Yes,43847,36,0
CID_41086,99374,112878.40708291600,28,1279,Music,April,UK,CAD,2,Yes,60741,26,1
CID_41087,6831,8547.368239748240,54,909,Film,April,UK,AUD,15,No,71456,35,1
CID_41088,69515,57652.62888806490,69,1384,Music,February,USA,GBP,6,No,75912,46,0
CID_41089,64019,91984.97190080750,33,1842,Games,September,Canada,AUD,3,Yes,590,35,1
CID_41090,58622,47296.7989573476,36,1624,Games,April,Australia,EUR,7,No,77028,29,0
CID_41091,15831,13710.038562252600,17,1262,Art,July,Australia,USD,7,No,39861,21,0
CID_41092,52550,47185.03762260050,78,945,Film,March,UK,USD,2,Yes,63087,39,0
CID_41093,61371,44813.191008671100,37,410,Music,February,Canada,EUR,3,Yes,97437,44,0
CID_41094,69404,93407.0721752766,84,1308,Games,January,Canada,EUR,2,No,28546,41,1
CID_41095,40029,20218.986450338800,19,1579,Technology,March,Germany,USD,2,No,29906,37,0
CID_41096,34509,45788.20665216380,32,977,Music,November,USA,GBP,12,Yes,51562,39,1
CID_41097,13797,12040.591767374000,36,274,Film,July,Australia,GBP,19,Yes,96379,24,0
CID_41098,48003,31740.00062833330,24,1005,Technology,November,USA,GBP,16,Yes,81693,28,0
CID_41099,74462,48778.25294136360,32,416,Games,June,Germany,AUD,16,Yes,36358,24,0
CID_41100,27543,27464.16622005090,21,1616,Film,June,Canada,GBP,6,Yes,76470,30,0
CID_41101,99837,115511.19590183900,89,455,Film,April,USA,AUD,0,No,71770,48,1
CID_41102,58229,29917.95603057950,54,532,Music,February,UK,GBP,15,No,12404,34,0
CID_41103,81342,42200.86102832800,20,684,Technology,August,Australia,AUD,15,Yes,2318,9,0
CID_41104,73680,99980.87476402720,25,144,Film,September,Canada,CAD,7,No,86105,11,1
CID_41105,10221,9751.77030897141,57,717,Games,September,Germany,GBP,5,Yes,89453,43,0
CID_41106,47552,60810.90811685750,42,193,Film,August,USA,EUR,1,No,23018,39,1
CID_41107,82434,42221.43579646520,40,345,Games,October,USA,EUR,5,Yes,54090,46,0
CID_41108,8853,9791.73911261307,23,1137,Games,March,Australia,AUD,8,Yes,85072,39,1
CID_41109,34321,27519.62247022480,23,463,Art,July,Canada,GBP,6,No,29270,45,0
CID_41110,15381,20613.298556596500,22,1991,Technology,June,USA,AUD,7,No,80856,39,1
CID_41111,37809,24216.34092632460,38,220,Technology,June,UK,CAD,18,Yes,41932,14,0
CID_41112,97416,58283.47832577310,72,263,Art,August,Canada,CAD,3,Yes,99730,9,0
CID_41113,80675,76671.96269194590,50,1332,Games,December,Australia,EUR,7,Yes,38719,18,0
CID_41114,40770,24615.743594324900,55,275,Art,January,Australia,USD,11,Yes,31918,24,0
CID_41115,93130,138343.3133585480,33,554,Games,July,Australia,GBP,0,Yes,96946,8,1
CID_41116,99776,91812.37376365530,70,1998,Music,February,UK,USD,16,Yes,17326,33,0
CID_41117,53463,43521.07084793470,79,1963,Art,December,Australia,AUD,11,No,10921,20,0
CID_41118,83590,81300.2531391442,44,1742,Film,August,Australia,GBP,3,No,21916,8,0
CID_41119,14559,7423.782621663680,54,114,Art,May,USA,GBP,19,Yes,52624,27,0
CID_41120,37088,26939.501516906200,70,998,Art,July,UK,GBP,11,No,36467,9,0
CID_41121,65815,79844.81423283890,23,185,Film,July,Australia,CAD,9,Yes,29142,4,1
CID_41122,2306,2560.1342235706300,58,1777,Games,May,Germany,USD,6,Yes,95319,20,1
CID_41123,69066,60271.721289698000,78,353,Film,May,Germany,USD,12,Yes,38882,5,0
CID_41124,98858,116441.73830297600,16,106,Music,July,Germany,AUD,7,No,75467,6,1
CID_41125,8446,9588.06386936517,32,812,Music,September,Canada,CAD,17,Yes,63124,49,1
CID_41126,56026,63187.283401183200,40,1096,Music,March,Germany,CAD,1,Yes,76486,49,1
CID_41127,10160,6981.045287217420,16,1796,Music,October,Australia,AUD,9,Yes,72957,26,0
CID_41128,44615,51605.09094524310,50,1908,Film,May,Germany,AUD,14,Yes,85393,7,1
CID_41129,19565,24991.854759584000,79,1282,Technology,May,Canada,AUD,10,Yes,10625,23,1
CID_41130,61889,90843.02240523030,55,1280,Music,May,USA,AUD,2,Yes,88569,36,1
CID_41131,11401,12504.69813943390,53,1088,Technology,April,Australia,EUR,4,No,60403,47,1
CID_41132,63854,32602.37349391790,56,1422,Games,March,UK,AUD,14,No,4631,29,0
CID_41133,67702,60603.08100125180,54,1855,Music,November,Canada,EUR,19,No,60612,22,0
CID_41134,77372,108059.59613476300,15,1889,Art,December,USA,GBP,5,Yes,59650,24,1
CID_41135,12548,17229.732055937100,50,1191,Technology,September,UK,USD,7,No,80609,49,1
CID_41136,45250,50301.65859445140,46,1194,Music,September,Australia,AUD,0,Yes,16289,47,1
CID_41137,98159,134997.2651875300,31,1517,Music,August,Australia,AUD,6,No,41878,26,1
CID_41138,41157,59950.28501749350,67,1750,Games,May,Germany,EUR,5,No,30940,48,1
CID_41139,50341,34344.31291785160,79,1127,Music,December,Canada,AUD,5,No,41453,0,0
CID_41140,24384,35055.25357552420,86,882,Film,August,Canada,AUD,9,No,92332,44,1
CID_41141,39570,57749.18948687160,79,151,Games,August,Germany,CAD,3,Yes,76837,43,1
CID_41142,15202,17955.626600052500,23,251,Games,June,Germany,EUR,11,Yes,10709,47,1
CID_41143,74335,42048.7731060946,66,636,Film,May,Germany,AUD,5,No,69691,18,0
CID_41144,93917,112029.4958081570,43,198,Technology,October,UK,EUR,1,No,57382,4,1
CID_41145,43923,43516.489098169600,79,80,Film,July,UK,USD,4,Yes,54184,47,0
CID_41146,80797,67604.4357453831,37,624,Technology,April,Canada,GBP,19,Yes,79884,9,0
CID_41147,99557,76371.26231434270,40,1405,Art,April,USA,EUR,19,No,39919,36,0
CID_41148,95262,93639.94369159230,16,1337,Games,May,USA,USD,5,No,16075,29,0
CID_41149,54113,80312.08733657910,44,1752,Film,September,Australia,USD,18,No,97462,32,1
CID_41150,37806,54203.32610562140,70,1334,Art,July,Canada,AUD,13,No,76699,20,1
CID_41151,58478,74543.89342847630,59,1259,Music,March,USA,AUD,3,Yes,97751,19,1
CID_41152,27420,33623.837327386900,74,504,Art,December,UK,CAD,19,Yes,25855,41,1
CID_41153,47855,64432.245391771100,59,1223,Art,February,Germany,CAD,15,No,57227,5,1
CID_41154,42587,30470.61857597110,54,410,Games,October,UK,AUD,13,No,55621,13,0
CID_41155,17014,15867.067518820700,40,1004,Film,April,USA,CAD,9,No,4272,17,0
CID_41156,98389,134500.33678405500,21,638,Music,March,USA,EUR,10,Yes,68884,28,1
CID_41157,56363,48896.3177326996,41,1834,Music,December,Canada,EUR,8,No,16271,19,0
CID_41158,97392,77636.59061474170,63,338,Art,November,USA,GBP,13,No,98261,27,0
CID_41159,17255,14111.523562789600,36,1958,Art,December,Canada,USD,14,No,18249,29,0
CID_41160,86923,49884.37322575130,20,1087,Film,May,Canada,CAD,17,Yes,19679,0,0
CID_41161,73665,93765.19886375930,85,1887,Film,April,UK,AUD,5,No,90796,27,1
CID_41162,67041,68216.58672361590,31,529,Art,October,Germany,CAD,1,Yes,17133,15,1
CID_41163,63905,41391.03265717610,49,526,Art,January,Germany,USD,3,No,34966,30,0
CID_41164,1862,1928.003074099580,71,209,Music,July,USA,GBP,19,Yes,66090,22,1
CID_41165,38359,24265.8520882032,53,717,Technology,August,USA,EUR,7,No,11590,39,0
CID_41166,70491,51197.42786909030,33,1237,Games,November,Germany,AUD,8,Yes,37623,4,0
CID_41167,7853,11281.646527438700,37,493,Technology,December,UK,AUD,7,Yes,60792,11,1
CID_41168,25028,36103.54669479430,32,288,Film,September,UK,EUR,3,Yes,6443,17,1
CID_41169,33379,23227.95751203090,36,656,Technology,April,UK,CAD,12,Yes,75260,23,0
CID_41170,21815,19841.41484647900,69,868,Technology,October,Germany,USD,2,No,14156,46,0
CID_41171,43033,41470.80197876160,31,604,Music,June,Australia,AUD,10,Yes,2735,41,0
CID_41172,47028,27981.32941514120,75,1715,Art,July,USA,AUD,2,No,65029,23,0
CID_41173,28909,29993.112948489500,71,1562,Art,November,USA,AUD,6,No,83806,0,1
CID_41174,29362,22206.310526118600,30,599,Film,January,Australia,CAD,15,Yes,4093,4,0
CID_41175,74488,105714.86775605600,54,296,Games,October,Australia,AUD,5,Yes,67650,7,1
CID_41176,5787,3576.95944107667,56,1179,Games,October,USA,EUR,18,No,32362,20,0
CID_41177,21180,21068.63937464690,22,1656,Technology,March,USA,AUD,1,Yes,28064,18,0
CID_41178,52900,54392.60381231160,21,1046,Art,July,Canada,GBP,5,Yes,86088,15,1
CID_41179,1809,2491.871592965710,16,1574,Film,November,USA,GBP,15,Yes,16189,46,1
CID_41180,39168,39959.71779820750,32,1448,Film,July,UK,AUD,16,No,2918,42,1
CID_41181,52499,59765.95029019080,66,566,Technology,April,Germany,GBP,2,Yes,11843,15,1
CID_41182,87551,92501.6656778201,62,1792,Music,June,UK,USD,10,No,5781,18,1
CID_41183,84857,115992.97419488400,55,440,Music,May,Australia,CAD,3,No,53766,40,1
CID_41184,24519,27120.41132311450,33,348,Music,June,Canada,CAD,16,No,12730,21,1
CID_41185,78627,105531.6321922730,74,436,Film,April,Canada,EUR,17,No,3758,48,1
CID_41186,46202,55665.19430036090,71,1240,Games,April,Germany,CAD,5,Yes,7673,44,1
CID_41187,68737,93806.23030187710,26,1900,Technology,October,Canada,GBP,7,No,56270,25,1
CID_41188,82973,72186.65687172340,18,63,Film,June,Australia,AUD,14,No,68922,19,0
CID_41189,80375,77027.73399123080,87,775,Film,September,UK,EUR,5,Yes,40428,24,0
CID_41190,32360,29476.56862503560,46,745,Games,May,Australia,AUD,10,No,47376,17,0
CID_41191,65257,53528.00919150560,74,100,Technology,May,UK,EUR,1,Yes,82802,31,0
CID_41192,3244,4644.984489611450,16,17,Technology,May,Canada,EUR,11,No,64452,9,1
CID_41193,25505,33075.77035709300,77,630,Film,August,Australia,EUR,2,No,96874,47,1
CID_41194,98218,134957.85977233000,46,1106,Film,April,Germany,AUD,10,No,42381,1,1
CID_41195,59522,89022.59696414640,37,1442,Art,August,Canada,GBP,16,No,6894,49,1
CID_41196,8121,8537.391346753380,40,1407,Technology,January,Canada,GBP,18,No,5672,2,1
